NDC,Cellular Operator,Telecom Circles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8468,R,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8469,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8470,R,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8471,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8472,A,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8473,A,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8474,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8475,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8476,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8477,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8478,I,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8479,I,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8480,B,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8481,I,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8482,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8483,U,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8484,U,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8485,U,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8486,V,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8487,U,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8488,U,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8489,V,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8490,U,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8491,A,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8492,A,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8493,A,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8494,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8495,I,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8496,I,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8497,I,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8498,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8499,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8500,B,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8501,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8502,I,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8503,I,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8504,I,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8505,I,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8506,I,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8507,C,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8508,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8509,R,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8510,I,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8511,A,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8512,I,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8513,I,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8514,I,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8515,I,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8516,V,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8517,V,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8518,V,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8519,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8520,U,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8522,U,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8523,U,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8524,U,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8525,U,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8526,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8527,A,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8528,D,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8529,D,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8530,D,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8531,U,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8532,U,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8533,U,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8534,U,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8535,U,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8536,U,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8537,U,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8538,U,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8539,U,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8540,U,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8541,U,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8542,U,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8543,U,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8544,B,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8545,U,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8546,U,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8547,B,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8548,U,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8549,U,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8550,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8551,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8552,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8553,C,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8554,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8555,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8556,V,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8557,V,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8558,V,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8559,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8560,C,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8561,C,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8562,C,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8563,C,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8564,C,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8565,C,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8566,C,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8567,C,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8568,C,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8569,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8570,C,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8571,C,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8572,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8573,I,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8574,C,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8575,C,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8576,I,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8577,I,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8578,I,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8579,I,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8580,B,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8581,I,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8582,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8583,A,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8584,A,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8585,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8586,V,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8587,V,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8588,V,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8589,V,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8590,R,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8591,R,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8592,V,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8593,V,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8594,V,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8595,r,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8596,V,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8597,r,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8598,V,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8599,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8600,A,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8601,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8602,T,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8603,T,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8604,T,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8605,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8606,I,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8607,I,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8608,I,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8609,I,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8610,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8611,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8612,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8613,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8614,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8615,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8616,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8617,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8618,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8619,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8620,U,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8621,U,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8622,U,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8623,U,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8624,U,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8625,U,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8626,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8627,A,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8628,A,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8629,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8630,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8631,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8632,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8633,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8634,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8635,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8636,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8637,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8638,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8639,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8640,y,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8641,y,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8642,y,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8643,y,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8644,y,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8645,y,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8646,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8647,y,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8648,y,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8649,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8650,V,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8651,I,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8652,I,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8653,T,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8654,C,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8655,T,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8656,C,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8657,R,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8658,A,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8659,C,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8660,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8661,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8662,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8663,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8664,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8665,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8666,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8667,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8668,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8669,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8670,A,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8671,C,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8672,C,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8673,C,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8674,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8675,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8676,V,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8677,V,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8678,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8679,C,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8680,I,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8681,I,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8682,I,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8683,I,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8684,I,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8685,I,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8686,C,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8687,R,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8688,R,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8689,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8690,R,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8691,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8692,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8693,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8694,y,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8695,R,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8696,V,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8697,V,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8698,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8699,T,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8700,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8701,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8702,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8703,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8704,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8705,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8706,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8707,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8708,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8709,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8710,y,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8711,y,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8712,T,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8713,V,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8714,T,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8715,V,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8716,V,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8717,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8718,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8719,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8720,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8721,V,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8722,I,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8723,V,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8724,V,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8725,I,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8726,I,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8727,I,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8728,I,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8729,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8730,A,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8731,A,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8732,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8733,U,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8734,U,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8735,U,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8736,U,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8737,U,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8738,U,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8739,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8740,I,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8741,I,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8742,I,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8743,I,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8744,I,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8745,I,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8746,I,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8747,I,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8748,I,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8749,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8750,I,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8751,C,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8752,C,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8753,*,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8754,A,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8755,A,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8756,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8757,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8758,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8759,C,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8760,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8761,A,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8762,B,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8763,B,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8764,B,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8765,B,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8766,r,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8767,R,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8768,V,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8769,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8770,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8771,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8772,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8773,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8774,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8775,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8776,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8777,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8778,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8779,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8780,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8781,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8782,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8783,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8784,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8785,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8786,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8787,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8788,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8789,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8790,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8791,T,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8792,T,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8793,T,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8794,V,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8795,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8796,C,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8797,T,BH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8798,r,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8799,r,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8800,A,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8801,C,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8802,C,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8803,C,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8804,C,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8805,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8806,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8807,T,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8808,I,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8809,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8810,r,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8811,A,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8812,A,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8813,V,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8814,V,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8815,r,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8816,V,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8817,R,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8818,V,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8819,V,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8820,R,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8821,V,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8822,R,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8823,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8824,R,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8825,D,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8826,A,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8827,A,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8828,D,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8829,T,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8830,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8831,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8832,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8833,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8834,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8835,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
