NDC,Cellular Operator,Telecom Circles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9569,R,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9570,V,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9571,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9572,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9573,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9574,I,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9575,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9576,I,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9577,C,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9578,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9579,R,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9580,R,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9581,V,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9582,V,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9583,V,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9584,V,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585,V,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9586,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9587,V,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9588,E,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589,A,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590,R,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9592,I,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9593,V,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9594,I,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9595,R,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596,A,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597,A,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9598,I,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9599,A,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600,A,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601,A,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9602,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9605,I,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9606,r,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9607,r,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9608,R,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9609,V,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9610,V,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9611,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9612,A,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9613,C,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9614,C,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9615,C,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9616,I,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9617,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9618,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9619,V,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9620,V,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9621,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9622,A,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9623,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9624,I,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9625,R,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9626,V,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9627,V,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9628,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9629,A,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9630,A,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9631,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9632,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9633,A,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9634,A,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9635,A,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9636,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9637,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9638,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9639,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9640,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9641,R,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9642,V,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9643,V,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9644,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9645,V,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646,V,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9647,V,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9648,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9649,V,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9650,A,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9651,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9652,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9653,D,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9654,V,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9655,V,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9656,I,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9657,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9658,C,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9659,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9660,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9661,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9662,A,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9663,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9664,L,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9665,A,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9666,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9667,y,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9668,A,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9669,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9670,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9671,V,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9672,V,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9673,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9674,V,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9675,V,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9676,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9677,A,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9678,A,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9679,A,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9680,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9681,R,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9682,b,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9683,b,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9684,b,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9685,A,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9686,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9687,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9688,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9689,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9690,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9691,R,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9692,R,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9693,R,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9694,I,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9695,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9696,R,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9697,C,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9698,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9699,R,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9700,C,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9702,I,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9703,V,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9704,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9705,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9706,V,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9707,R,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9708,I,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9709,V,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9710,C,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9711,V,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9712,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9713,V,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9714,I,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9715,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9716,C,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9717,A,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9718,I,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9719,V,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9720,V,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9721,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9722,C,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9723,I,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9724,A,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9725,A,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9726,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9727,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9728,I,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9729,A,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9730,A,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9731,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9732,V,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9733,V,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9734,V,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9735,V,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9736,V,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9737,I,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9738,C,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9739,V,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9740,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9741,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9742,V,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9743,I,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9744,I,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9745,V,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9746,A,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9747,I,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9748,A,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9749,R,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9750,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9751,V,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9752,A,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9753,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9754,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9755,A,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9756,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9757,M,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9758,V,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9759,V,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9760,A,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9761,V,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9762,C,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9763,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9764,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9765,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9766,A,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9767,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9768,C,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9769,V,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9770,R,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9771,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9772,V,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9773,L,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9774,V,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,V,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9776,V,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9777,A,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9778,R,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9779,A,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780,V,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781,I,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9782,C,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9783,V,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9784,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9785,I,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9786,V,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787,V,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789,A,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9790,A,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9791,A,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9792,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9793,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9794,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9795,I,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9796,V,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9797,A,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9798,R,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9799,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9800,A,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9801,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9802,C,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9803,C,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9804,C,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9805,A,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9806,C,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9807,C,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9808,C,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9809,C,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9810,A,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9811,V,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9812,I,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9813,V,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9814,I,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9815,A,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9816,A,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9817,R,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9818,A,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9819,V,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9820,V,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9821,L,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9822,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9823,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9824,I,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9825,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9826,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9827,R,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9828,V,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9829,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9830,V,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9831,A,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9832,R,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9833,V,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9834,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9835,R,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9836,V,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9837,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9838,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9839,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9840,A,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9841,C,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9842,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9843,V,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9844,I,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9845,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9846,V,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9847,I,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9848,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9849,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9850,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9851,C,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9852,C,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9853,C,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9854,C,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9855,I,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9856,C,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9857,C,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9858,C,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9859,C,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9860,A,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9861,R,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9862,A,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9863,R,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9864,R,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9865,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9866,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9867,A,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9868,M,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869,M,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9870,L,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9871,A,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9872,A,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9873,V,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9874,V,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9875,y,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9876,A,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9877,d,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9878,A,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9879,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9880,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9881,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9882,I,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9883,R,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9884,V,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9885,V,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9886,V,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9887,I,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9888,V,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9889,I,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9890,A,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9891,I,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9892,A,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9893,A,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9894,A,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9895,A,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9896,A,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9897,A,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9898,A,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9899,V,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9901,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9902,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9903,A,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904,I,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9905,R,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9906,A,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9907,R,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9909,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9910,A,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9911,I,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9912,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9913,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9914,I,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9915,A,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9916,V,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9917,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9920,V,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924,I,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9925,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9926,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9927,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9928,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9929,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9930,V,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9931,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9932,A,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9933,A,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
